invoice_id,msme_id,invoice_amount,buyer_type,buyer_industry,invoice_date,due_date,payment_term_days,historical_payment_delay_days,seller_credit_score,invoice_frequency,payment_status,risk_label,risk_score,msme_credit_score,msme_credit_label,msme_industry
INV0002426,MSME001395,4308395.26,Government,Real Estate,2025-11-04 17:27:56.061330,2026-01-03 17:27:56.061330,60,79,67.38,2,Paid_OnTime,Medium,37.13,67.38,Review,Retail
INV0002427,MSME003275,2491985.35,Large Corporate,FMCG,2025-10-31 17:27:56.061330,2025-11-30 17:27:56.061330,30,26,48.27,1,Paid_Late,Medium,49.93,48.27,Review,Manufacturing
INV0002428,MSME003568,4774469.91,Retail,Manufacturing,2025-12-15 17:27:56.061330,2026-02-13 17:27:56.061330,60,57,82.73,1,Paid_Late,Medium,53.47,82.73,Approve,Textile
INV0002429,MSME002913,4018398.96,Government,Healthcare,2025-10-23 17:27:56.061330,2026-01-21 17:27:56.061330,90,78,77.1,1,Defaulted,High,69.53,77.1,Approve,Food & Beverage
INV0002430,MSME001443,2205676.38,SME,IT Services,2025-10-14 17:27:56.061330,2025-12-13 17:27:56.061330,60,55,78.21,1,Paid_OnTime,Medium,47.37,78.21,Approve,Textile
INV0002431,MSME003818,1678399.14,Large Corporate,FMCG,2025-10-24 17:27:56.061330,2026-01-22 17:27:56.061330,90,22,99.09,1,Paid_Late,Medium,38.63,99.09,Approve,Retail
INV0002432,MSME000432,4965740.89,Retail,Automotive,2026-02-24 17:27:56.061330,2026-03-26 17:27:56.061330,30,52,67.29,2,Paid_Late,Medium,61.85,67.29,Review,Food & Beverage
INV0002433,MSME000925,4660738.0,Government,Healthcare,2025-10-12 17:27:56.061330,2025-11-11 17:27:56.061330,30,74,67.17,2,Paid_Late,Medium,50.45,67.17,Review,Retail
INV0002434,MSME004688,3659583.86,Government,Government,2025-12-13 17:27:56.061330,2026-03-13 17:27:56.061330,90,83,44.35,4,Paid_OnTime,Medium,63.82,44.35,Reject,Services
INV0002435,MSME003252,1779000.84,Government,Automotive,2025-11-08 17:27:56.061330,2025-12-08 17:27:56.061330,30,76,40.86,2,Paid_OnTime,Medium,55.65,40.86,Reject,Textile
INV0002436,MSME004696,479256.29,Retail,Government,2025-11-23 17:27:56.061330,2026-01-22 17:27:56.061330,60,34,70.49,2,Paid_OnTime,Low,29.17,70.49,Approve,Manufacturing
INV0002437,MSME002442,671424.21,Government,Healthcare,2025-12-29 17:27:56.061330,2026-02-27 17:27:56.061330,60,71,42.66,3,Defaulted,Medium,55.02,42.66,Reject,Food & Beverage
INV0002438,MSME003688,3798992.73,Large Corporate,IT Services,2025-11-17 17:27:56.061330,2025-12-17 17:27:56.061330,30,35,61.31,1,Paid_OnTime,Medium,41.08,61.31,Review,Food & Beverage
INV0002439,MSME002627,3264731.55,SME,Real Estate,2026-03-13 17:27:56.061330,2026-04-12 17:27:56.061330,30,46,68.56,2,Paid_OnTime,Medium,57.33,68.56,Review,Retail
INV0002440,MSME002110,1316514.48,Government,Automotive,2025-12-31 17:27:56.061330,2026-03-01 17:27:56.061330,60,88,69.28,2,Paid_OnTime,Medium,61.33,69.28,Review,Retail
INV0002441,MSME002716,427423.5,Large Corporate,Healthcare,2025-10-28 17:27:56.061330,2026-01-26 17:27:56.061330,90,37,85.99,2,Paid_OnTime,Low,12.97,85.99,Approve,Retail
INV0002442,MSME001375,4937063.81,SME,Government,2026-01-15 17:27:56.061330,2026-03-16 17:27:56.061330,60,61,98.59,2,Paid_OnTime,Medium,53.75,98.59,Approve,Textile
INV0002443,MSME000552,3452677.21,Government,Real Estate,2025-12-21 17:27:56.061330,2026-02-19 17:27:56.061330,60,67,84.25,1,Defaulted,Medium,53.13,84.25,Approve,Retail
INV0002444,MSME003279,52826.01,SME,Healthcare,2026-02-11 17:27:56.061330,2026-04-12 17:27:56.061330,60,71,46.68,2,Defaulted,High,74.91,46.68,Review,Textile
INV0002445,MSME003764,805144.78,Retail,Government,2025-10-08 17:27:56.061330,2025-11-07 17:27:56.061330,30,53,57.84,1,Paid_Late,Low,23.92,57.84,Review,Food & Beverage
INV0002446,MSME003604,3135238.25,SME,Retail,2026-03-01 17:27:56.061330,2026-03-31 17:27:56.061330,30,73,58.7,2,Paid_Late,High,70.95,58.7,Review,Manufacturing
INV0002447,MSME004598,662095.36,Retail,Automotive,2025-11-13 17:27:56.061330,2026-01-12 17:27:56.061330,60,50,75.26,1,Paid_OnTime,Medium,43.59,75.26,Approve,Retail
INV0002448,MSME000915,1855928.03,Large Corporate,IT Services,2026-02-07 17:27:56.061330,2026-03-09 17:27:56.061330,30,28,82.68,2,Paid_OnTime,Low,22.02,82.68,Approve,Services
INV0002449,MSME000944,3335236.73,Large Corporate,Healthcare,2025-10-02 17:27:56.061330,2025-12-31 17:27:56.061330,90,35,70.45,1,Paid_Late,Low,26.29,70.45,Approve,Retail
INV0002450,MSME001841,27675.49,Government,Healthcare,2025-12-23 17:27:56.061330,2026-01-22 17:27:56.061330,30,67,50.47,2,Paid_Late,Medium,40.1,50.47,Review,Retail
INV0002451,MSME002673,23188.92,Government,FMCG,2026-02-02 17:27:56.061330,2026-05-03 17:27:56.061330,90,74,41.87,2,Paid_OnTime,Medium,48.77,41.87,Reject,Manufacturing
INV0002452,MSME003724,1846658.61,Government,Manufacturing,2025-12-25 17:27:56.061330,2026-01-24 17:27:56.061330,30,71,78.65,2,Paid_Late,Medium,39.73,78.65,Approve,Services
INV0002453,MSME002235,4918470.36,Retail,IT Services,2025-11-14 17:27:56.061330,2025-12-14 17:27:56.061330,30,54,85.65,1,Paid_OnTime,Medium,55.96,85.65,Approve,Food & Beverage
INV0002454,MSME003758,1000826.52,SME,Automotive,2026-02-23 17:27:56.061330,2026-03-25 17:27:56.061330,30,61,63.56,3,Defaulted,Medium,47.55,63.56,Review,Textile
INV0002455,MSME002339,2229947.29,Large Corporate,FMCG,2026-03-20 17:27:56.061330,2026-06-18 17:27:56.061330,90,15,58.44,1,Paid_OnTime,Low,30.43,58.44,Review,Retail
INV0002456,MSME004636,3400129.73,Government,Manufacturing,2026-02-03 17:27:56.061330,2026-04-04 17:27:56.061330,60,87,74.75,2,Paid_OnTime,High,69.03,74.75,Approve,Food & Beverage
INV0002457,MSME004962,1918231.81,Government,FMCG,2026-03-27 17:27:56.061330,2026-04-26 17:27:56.061330,30,65,55.8,1,Paid_OnTime,Medium,37.05,55.8,Review,Food & Beverage
INV0002458,MSME000830,2996171.08,Government,Manufacturing,2026-01-17 17:27:56.061330,2026-02-16 17:27:56.061330,30,64,31.02,1,Paid_OnTime,Medium,49.26,31.02,Reject,Textile
INV0002459,MSME001843,223260.67,SME,Government,2025-11-05 17:27:56.061330,2025-12-05 17:27:56.061330,30,68,94.41,1,Paid_Late,Medium,37.64,94.41,Approve,Manufacturing
INV0002460,MSME004436,2581280.29,Government,Automotive,2025-12-03 17:27:56.061330,2026-01-02 17:27:56.061330,30,60,87.13,1,Paid_OnTime,Low,32.69,87.13,Approve,Manufacturing
INV0002461,MSME001855,1461282.44,SME,Manufacturing,2026-01-09 17:27:56.061330,2026-02-08 17:27:56.061330,30,72,87.83,1,Paid_Late,Medium,60.14,87.83,Approve,Textile
INV0002462,MSME002773,4632395.79,Government,Retail,2025-10-15 17:27:56.061330,2025-11-14 17:27:56.061330,30,69,47.38,1,Paid_Late,Medium,57.58,47.38,Review,Services
INV0002463,MSME003436,2646038.89,Retail,Manufacturing,2025-11-03 17:27:56.061330,2025-12-03 17:27:56.061330,30,30,51.54,2,Paid_OnTime,Medium,44.6,51.54,Review,Food & Beverage
INV0002464,MSME000190,1662173.64,Large Corporate,Healthcare,2025-12-19 17:27:56.061330,2026-02-17 17:27:56.061330,60,15,71.0,2,Paid_Late,Low,23.71,71.0,Approve,Retail
INV0002465,MSME003640,1324044.41,Government,Manufacturing,2025-10-22 17:27:56.061330,2025-12-21 17:27:56.061330,60,81,60.18,1,Paid_Late,High,78.06,60.18,Review,Textile
INV0002466,MSME002061,455928.05,Retail,Retail,2025-10-02 17:27:56.061330,2025-11-01 17:27:56.061330,30,49,63.19,4,Defaulted,Medium,52.81,63.19,Review,Food & Beverage
INV0002467,MSME000073,2963713.97,SME,Automotive,2026-03-03 17:27:56.061330,2026-06-01 17:27:56.061330,90,47,63.76,1,Paid_Late,Medium,60.4,63.76,Review,Retail
INV0002468,MSME000805,918694.42,Retail,IT Services,2026-03-02 17:27:56.061330,2026-04-01 17:27:56.061330,30,45,71.09,1,Paid_Late,Medium,44.69,71.09,Approve,Textile
INV0002469,MSME003249,4515560.95,Retail,Government,2025-10-07 17:27:56.061330,2025-12-06 17:27:56.061330,60,39,52.63,2,Defaulted,Medium,49.07,52.63,Review,Manufacturing
INV0002470,MSME004954,4708892.08,Retail,Retail,2025-10-02 17:27:56.061330,2025-11-01 17:27:56.061330,30,53,81.06,2,Paid_OnTime,Medium,52.81,81.06,Approve,Textile
INV0002471,MSME001223,2326047.48,Government,FMCG,2026-02-13 17:27:56.061330,2026-05-14 17:27:56.061330,90,83,79.71,1,Paid_OnTime,Low,32.79,79.71,Approve,Retail
INV0002472,MSME004618,1862777.21,SME,Healthcare,2025-10-13 17:27:56.061330,2026-01-11 17:27:56.061330,90,46,100.0,2,Defaulted,Medium,36.13,100.0,Approve,Textile
INV0002473,MSME002641,2116587.9,SME,Healthcare,2025-10-01 17:27:56.061330,2025-10-31 17:27:56.061330,30,68,86.54,1,Paid_Late,Medium,48.37,86.54,Approve,Food & Beverage
INV0002474,MSME000872,1619838.42,Government,Manufacturing,2026-03-15 17:27:56.061330,2026-06-13 17:27:56.061330,90,84,51.61,1,Paid_Late,Medium,54.02,51.61,Review,Textile
INV0002475,MSME001390,4605590.08,SME,Manufacturing,2026-01-04 17:27:56.061330,2026-02-03 17:27:56.061330,30,48,62.99,2,Defaulted,Medium,39.46,62.99,Review,Retail
INV0002476,MSME000355,4731978.25,SME,Manufacturing,2026-03-10 17:27:56.061330,2026-06-08 17:27:56.061330,90,70,80.78,1,Paid_Late,Medium,56.2,80.78,Approve,Food & Beverage
INV0002477,MSME004038,1954292.95,SME,FMCG,2025-12-13 17:27:56.061330,2026-03-13 17:27:56.061330,90,62,61.96,1,Paid_OnTime,Medium,52.32,61.96,Review,Services
INV0002478,MSME001954,4373536.67,Government,Manufacturing,2026-01-01 17:27:56.061330,2026-03-02 17:27:56.061330,60,88,62.63,1,Paid_Late,Medium,55.11,62.63,Review,Food & Beverage
INV0002479,MSME003810,3141024.96,Government,Automotive,2026-01-04 17:27:56.061330,2026-02-03 17:27:56.061330,30,84,58.93,1,Paid_OnTime,Medium,58.5,58.93,Review,Retail
INV0002480,MSME003225,4187822.85,Retail,FMCG,2025-12-30 17:27:56.061330,2026-01-29 17:27:56.061330,30,30,76.98,1,Paid_OnTime,Low,34.72,76.98,Approve,Retail
INV0002481,MSME003698,2609976.95,Retail,Government,2026-03-17 17:27:56.061330,2026-06-15 17:27:56.061330,90,33,98.85,1,Paid_OnTime,Medium,37.72,98.85,Approve,Textile
INV0002482,MSME002550,593659.53,Retail,Manufacturing,2026-01-16 17:27:56.061330,2026-02-15 17:27:56.061330,30,41,84.72,1,Paid_Late,Medium,41.33,84.72,Approve,Textile
INV0002483,MSME001691,2172414.54,Retail,Automotive,2026-01-28 17:27:56.061330,2026-02-27 17:27:56.061330,30,39,54.86,1,Paid_OnTime,Medium,39.07,54.86,Review,Manufacturing
INV0002484,MSME003997,2540417.28,Large Corporate,IT Services,2025-12-18 17:27:56.061330,2026-02-16 17:27:56.061330,60,20,87.54,1,Paid_OnTime,Low,16.17,87.54,Approve,Services
INV0002485,MSME000507,3537127.11,Government,Government,2026-01-28 17:27:56.061330,2026-04-28 17:27:56.061330,90,85,91.64,1,Paid_Late,Medium,61.17,91.64,Approve,Textile
INV0002486,MSME000076,3921480.42,Retail,Real Estate,2025-12-09 17:27:56.061330,2026-01-08 17:27:56.061330,30,49,86.11,1,Paid_Late,Medium,35.61,86.11,Approve,Manufacturing
INV0002487,MSME004740,583345.46,Government,Government,2025-11-03 17:27:56.061330,2026-01-02 17:27:56.061330,60,74,81.31,2,Paid_Late,Medium,45.46,81.31,Approve,Food & Beverage
INV0002488,MSME002569,3261283.31,Government,IT Services,2025-12-12 17:27:56.061330,2026-01-11 17:27:56.061330,30,81,91.09,2,Paid_OnTime,Medium,46.66,91.09,Approve,Retail
INV0002489,MSME004911,2501255.53,SME,Automotive,2026-03-13 17:27:56.061330,2026-05-12 17:27:56.061330,60,72,51.55,1,Paid_OnTime,Medium,44.14,51.55,Review,Textile
INV0002490,MSME003006,2756306.99,Large Corporate,Government,2026-01-21 17:27:56.061330,2026-02-20 17:27:56.061330,30,35,66.39,2,Paid_Late,Medium,39.65,66.39,Review,Textile
INV0002491,MSME001617,901283.55,Retail,Real Estate,2026-03-05 17:27:56.061330,2026-06-03 17:27:56.061330,90,51,76.11,1,Paid_Late,Medium,43.17,76.11,Approve,Textile
INV0002492,MSME001978,506265.33,Retail,Government,2025-12-01 17:27:56.061330,2025-12-31 17:27:56.061330,30,29,71.69,1,Paid_Late,Medium,56.68,71.69,Approve,Manufacturing
INV0002493,MSME000867,1548994.42,Retail,Government,2025-10-25 17:27:56.061330,2025-12-24 17:27:56.061330,60,36,52.52,1,Paid_OnTime,Low,33.47,52.52,Review,Services
INV0002494,MSME002616,1463308.41,Government,Automotive,2026-02-09 17:27:56.061330,2026-03-11 17:27:56.061330,30,74,57.7,2,Paid_OnTime,Medium,53.16,57.7,Review,Services
INV0002495,MSME002311,1542098.86,Retail,Government,2026-01-11 17:27:56.061330,2026-02-10 17:27:56.061330,30,30,84.18,3,Paid_OnTime,Low,33.58,84.18,Approve,Textile
INV0002496,MSME004847,4981865.66,Retail,FMCG,2026-02-26 17:27:56.061330,2026-03-28 17:27:56.061330,30,49,84.58,3,Defaulted,Medium,53.68,84.58,Approve,Retail
INV0002497,MSME000870,2696174.49,Large Corporate,Automotive,2025-10-25 17:27:56.061330,2025-12-24 17:27:56.061330,60,29,90.53,2,Paid_OnTime,Low,13.18,90.53,Approve,Textile
INV0002498,MSME002340,4516170.65,Large Corporate,Manufacturing,2025-10-23 17:27:56.061330,2025-12-22 17:27:56.061330,60,37,74.22,2,Paid_OnTime,Low,33.87,74.22,Approve,Retail
INV0002499,MSME000657,3337513.82,SME,Manufacturing,2026-02-25 17:27:56.061330,2026-03-27 17:27:56.061330,30,47,80.73,2,Paid_Late,Low,34.27,80.73,Approve,Textile
INV0002500,MSME003928,456862.25,Government,Retail,2026-01-15 17:27:56.061330,2026-03-16 17:27:56.061330,60,78,54.47,1,Paid_Late,Medium,52.86,54.47,Review,Services
INV0002501,MSME003014,2072244.94,Retail,FMCG,2026-01-19 17:27:56.061330,2026-03-20 17:27:56.061330,60,29,67.48,1,Paid_OnTime,Medium,51.58,67.48,Review,Food & Beverage
INV0002502,MSME004779,2864091.87,Large Corporate,Retail,2026-01-23 17:27:56.061330,2026-02-22 17:27:56.061330,30,36,60.87,3,Paid_OnTime,Low,32.21,60.87,Review,Textile
INV0002503,MSME002931,3700034.83,Government,IT Services,2025-10-20 17:27:56.061330,2025-11-19 17:27:56.061330,30,73,50.05,2,Paid_OnTime,Medium,51.75,50.05,Review,Manufacturing
INV0002504,MSME001689,3231818.05,Retail,Retail,2026-01-31 17:27:56.061330,2026-05-01 17:27:56.061330,90,31,88.75,2,Paid_OnTime,Medium,49.89,88.75,Approve,Manufacturing
INV0002505,MSME002646,4158287.55,Government,Manufacturing,2025-11-13 17:27:56.061330,2025-12-13 17:27:56.061330,30,83,45.54,1,Paid_OnTime,Medium,61.05,45.54,Review,Food & Beverage
INV0002506,MSME003121,3446738.76,Government,IT Services,2026-03-24 17:27:56.061330,2026-04-23 17:27:56.061330,30,75,97.24,1,Paid_OnTime,Low,32.47,97.24,Approve,Retail
INV0002507,MSME003106,113177.9,Retail,Manufacturing,2025-11-18 17:27:56.061330,2025-12-18 17:27:56.061330,30,53,56.72,2,Paid_Late,Medium,50.91,56.72,Review,Textile
INV0002508,MSME004696,400122.38,Retail,Government,2025-12-26 17:27:56.061330,2026-02-24 17:27:56.061330,60,57,70.49,2,Paid_OnTime,Medium,43.07,70.49,Approve,Manufacturing
INV0002509,MSME001647,3390090.55,SME,Healthcare,2025-10-25 17:27:56.061330,2025-12-24 17:27:56.061330,60,68,68.08,2,Defaulted,Medium,54.79,68.08,Review,Manufacturing
INV0002510,MSME001529,2863193.59,Large Corporate,Healthcare,2025-10-10 17:27:56.061330,2025-12-09 17:27:56.061330,60,21,84.88,1,Paid_OnTime,Low,19.65,84.88,Approve,Food & Beverage
INV0002511,MSME004070,1063104.17,Government,Automotive,2025-11-16 17:27:56.061330,2026-01-15 17:27:56.061330,60,75,34.5,1,Paid_OnTime,Medium,52.84,34.5,Reject,Services
INV0002512,MSME000172,1386825.78,Large Corporate,Real Estate,2025-12-17 17:27:56.061330,2026-01-16 17:27:56.061330,30,19,63.92,2,Paid_OnTime,Low,29.65,63.92,Review,Manufacturing
INV0002513,MSME001189,1849554.65,Large Corporate,Retail,2026-03-22 17:27:56.061330,2026-04-21 17:27:56.061330,30,22,67.35,2,Paid_OnTime,Medium,41.0,67.35,Review,Food & Beverage
INV0002514,MSME002479,2687967.22,SME,Manufacturing,2025-12-22 17:27:56.061330,2026-02-20 17:27:56.061330,60,61,77.71,2,Paid_OnTime,Low,34.7,77.71,Approve,Textile
INV0002515,MSME004555,4994811.93,Retail,Manufacturing,2026-01-02 17:27:56.061330,2026-02-01 17:27:56.061330,30,42,39.41,2,Defaulted,High,65.8,39.41,Reject,Food & Beverage
INV0002516,MSME002515,4788332.14,SME,Automotive,2025-12-22 17:27:56.061330,2026-01-21 17:27:56.061330,30,54,65.05,1,Paid_OnTime,Medium,56.59,65.05,Review,Retail
INV0002517,MSME002332,2336904.09,SME,IT Services,2026-02-09 17:27:56.061330,2026-04-10 17:27:56.061330,60,65,82.5,1,Paid_OnTime,Medium,50.89,82.5,Approve,Food & Beverage
INV0002518,MSME004395,3625166.82,Government,FMCG,2025-11-01 17:27:56.061330,2025-12-31 17:27:56.061330,60,73,79.48,3,Paid_OnTime,Medium,51.55,79.48,Approve,Retail
INV0002519,MSME001491,906265.91,Retail,Healthcare,2025-10-15 17:27:56.061330,2026-01-13 17:27:56.061330,90,55,62.32,1,Paid_Late,High,65.12,62.32,Review,Retail
INV0002520,MSME001084,1727739.18,SME,Real Estate,2026-02-21 17:27:56.061330,2026-04-22 17:27:56.061330,60,73,90.87,1,Defaulted,Medium,56.69,90.87,Approve,Services
INV0002521,MSME000448,4550918.13,Government,Retail,2025-12-18 17:27:56.061330,2026-01-17 17:27:56.061330,30,71,80.77,1,Paid_OnTime,Medium,37.0,80.77,Approve,Manufacturing
INV0002522,MSME001992,676563.63,Large Corporate,Retail,2025-12-12 17:27:56.061330,2026-01-11 17:27:56.061330,30,42,44.42,1,Paid_Late,Medium,41.54,44.42,Reject,Retail
INV0002523,MSME004704,4266927.88,Retail,Real Estate,2026-03-16 17:27:56.061330,2026-06-14 17:27:56.061330,90,44,63.65,2,Defaulted,Medium,57.98,63.65,Review,Services
INV0002524,MSME003397,282695.27,Government,Retail,2026-02-04 17:27:56.061330,2026-04-05 17:27:56.061330,60,81,60.36,2,Paid_OnTime,Medium,46.18,60.36,Review,Food & Beverage
INV0002525,MSME003141,1491184.66,SME,Real Estate,2025-10-23 17:27:56.061330,2026-01-21 17:27:56.061330,90,47,80.96,1,Paid_OnTime,Low,30.18,80.96,Approve,Retail
INV0002526,MSME003354,1348185.99,Government,FMCG,2026-01-15 17:27:56.061330,2026-03-16 17:27:56.061330,60,89,66.51,1,Paid_Late,Medium,62.02,66.51,Review,Food & Beverage
INV0002527,MSME000319,2980205.26,Large Corporate,Retail,2025-11-14 17:27:56.061330,2025-12-14 17:27:56.061330,30,16,71.85,1,Paid_Late,Low,21.03,71.85,Approve,Services
INV0002528,MSME004834,1144064.83,SME,Manufacturing,2025-11-19 17:27:56.061330,2026-01-18 17:27:56.061330,60,75,79.42,1,Paid_Late,Medium,54.51,79.42,Approve,Textile
INV0002529,MSME000141,1009718.54,Retail,Government,2026-02-18 17:27:56.061330,2026-05-19 17:27:56.061330,90,51,77.38,1,Paid_Late,Medium,41.87,77.38,Approve,Textile
INV0002530,MSME004885,3074612.66,Retail,IT Services,2026-03-10 17:27:56.061330,2026-05-09 17:27:56.061330,60,51,57.1,1,Defaulted,Medium,63.35,57.1,Review,Food & Beverage
INV0002531,MSME000421,4692554.29,Government,Real Estate,2026-01-11 17:27:56.061330,2026-02-10 17:27:56.061330,30,76,65.76,2,Paid_OnTime,High,71.45,65.76,Review,Manufacturing
INV0002532,MSME000943,28087.01,Retail,Retail,2025-10-20 17:27:56.061330,2025-11-19 17:27:56.061330,30,50,64.54,1,Paid_Late,Medium,61.85,64.54,Review,Retail
INV0002533,MSME000976,4715746.08,Government,IT Services,2025-11-15 17:27:56.061330,2026-01-14 17:27:56.061330,60,68,89.33,1,Paid_Late,Medium,41.63,89.33,Approve,Manufacturing
INV0002534,MSME002507,1630589.63,SME,Healthcare,2025-12-24 17:27:56.061330,2026-01-23 17:27:56.061330,30,64,88.12,1,Paid_Late,Medium,42.15,88.12,Approve,Retail
INV0002535,MSME000131,1005853.52,Government,Automotive,2026-03-20 17:27:56.061330,2026-04-19 17:27:56.061330,30,80,53.58,3,Paid_OnTime,Medium,41.53,53.58,Review,Manufacturing
INV0002536,MSME001303,2149796.88,Government,Automotive,2025-12-03 17:27:56.061330,2026-02-01 17:27:56.061330,60,76,64.4,1,Paid_Late,Medium,58.87,64.4,Review,Retail
INV0002537,MSME002699,4986615.48,Retail,FMCG,2026-03-26 17:27:56.061330,2026-04-25 17:27:56.061330,30,39,83.86,2,Paid_Late,Low,33.41,83.86,Approve,Services
INV0002538,MSME001346,2851331.27,Large Corporate,Retail,2025-11-15 17:27:56.061330,2026-01-14 17:27:56.061330,60,35,90.53,1,Paid_OnTime,Low,26.13,90.53,Approve,Retail
INV0002539,MSME000189,4574527.93,Large Corporate,Retail,2025-11-12 17:27:56.061330,2025-12-12 17:27:56.061330,30,37,84.81,1,Paid_OnTime,Low,10.22,84.81,Approve,Retail
INV0002540,MSME000298,3467351.42,SME,Healthcare,2025-11-30 17:27:56.061330,2026-02-28 17:27:56.061330,90,75,74.95,1,Paid_OnTime,Medium,50.89,74.95,Approve,Retail
INV0002541,MSME004838,3099780.71,SME,Retail,2026-01-14 17:27:56.061330,2026-02-13 17:27:56.061330,30,61,71.78,1,Paid_Late,High,72.59,71.78,Approve,Services
INV0002542,MSME001760,776543.35,Retail,Retail,2025-11-02 17:27:56.061330,2025-12-02 17:27:56.061330,30,58,48.91,1,Defaulted,High,66.1,48.91,Review,Food & Beverage
INV0002543,MSME003500,2158743.7,Retail,Real Estate,2026-01-21 17:27:56.061330,2026-02-20 17:27:56.061330,30,30,64.58,1,Paid_OnTime,Medium,59.09,64.58,Review,Textile
INV0002544,MSME001828,2597303.92,Retail,Healthcare,2025-12-29 17:27:56.061330,2026-02-27 17:27:56.061330,60,58,46.1,1,Paid_OnTime,Medium,50.94,46.1,Review,Food & Beverage
INV0002545,MSME000894,4075870.61,Government,Real Estate,2025-09-29 17:27:56.061330,2025-12-28 17:27:56.061330,90,78,61.91,1,Paid_OnTime,Medium,41.52,61.91,Review,Food & Beverage
INV0002546,MSME002488,3943801.19,Large Corporate,Healthcare,2026-02-20 17:27:56.061330,2026-03-22 17:27:56.061330,30,20,86.0,1,Defaulted,Low,30.02,86.0,Approve,Services
INV0002547,MSME001926,4425101.87,Retail,Manufacturing,2026-01-31 17:27:56.061330,2026-03-02 17:27:56.061330,30,40,75.81,2,Paid_OnTime,Medium,47.69,75.81,Approve,Textile
INV0002548,MSME000755,4149946.66,Large Corporate,FMCG,2026-02-25 17:27:56.061330,2026-03-27 17:27:56.061330,30,37,58.03,1,Paid_OnTime,Low,33.87,58.03,Review,Retail
INV0002549,MSME000597,4279397.05,Retail,IT Services,2025-09-30 17:27:56.061330,2025-10-30 17:27:56.061330,30,35,83.33,1,Paid_OnTime,Medium,46.04,83.33,Approve,Food & Beverage
INV0002550,MSME004557,28742.27,Large Corporate,FMCG,2025-11-22 17:27:56.061330,2026-01-21 17:27:56.061330,60,34,43.71,1,Paid_Late,Medium,42.13,43.71,Reject,Retail
INV0002551,MSME002907,901187.9,Retail,Retail,2026-01-07 17:27:56.061330,2026-02-06 17:27:56.061330,30,40,97.92,1,Paid_OnTime,Medium,43.0,97.92,Approve,Services
INV0002552,MSME004469,522034.12,Large Corporate,Healthcare,2026-03-04 17:27:56.061330,2026-05-03 17:27:56.061330,60,32,69.68,1,Paid_OnTime,Medium,35.67,69.68,Review,Manufacturing
INV0002553,MSME002200,566740.51,Government,Healthcare,2025-12-17 17:27:56.061330,2026-02-15 17:27:56.061330,60,80,86.45,1,Paid_OnTime,Medium,49.05,86.45,Approve,Retail
INV0002554,MSME002949,537957.35,SME,Government,2026-03-22 17:27:56.061330,2026-04-21 17:27:56.061330,30,51,88.58,2,Paid_OnTime,Medium,43.81,88.58,Approve,Food & Beverage
INV0002555,MSME001098,2327460.81,SME,IT Services,2025-12-25 17:27:56.061330,2026-01-24 17:27:56.061330,30,53,91.15,2,Paid_Late,Medium,42.98,91.15,Approve,Food & Beverage
INV0002556,MSME000114,2136357.93,Retail,Government,2025-11-18 17:27:56.061330,2026-02-16 17:27:56.061330,90,39,89.47,1,Paid_Late,Medium,50.51,89.47,Approve,Retail
INV0002557,MSME004907,2050995.1,Retail,Real Estate,2025-11-01 17:27:56.061330,2025-12-01 17:27:56.061330,30,51,41.42,1,Paid_OnTime,Medium,57.11,41.42,Reject,Services
INV0002558,MSME001092,1065108.27,Government,Retail,2026-03-19 17:27:56.061330,2026-06-17 17:27:56.061330,90,74,72.89,2,Paid_Late,Medium,41.94,72.89,Approve,Manufacturing
INV0002559,MSME003251,2163242.92,Large Corporate,Real Estate,2026-01-17 17:27:56.061330,2026-03-18 17:27:56.061330,60,26,78.92,1,Paid_OnTime,Low,24.67,78.92,Approve,Food & Beverage
INV0002560,MSME001136,658546.81,SME,Real Estate,2025-12-08 17:27:56.061330,2026-01-07 17:27:56.061330,30,73,83.45,2,Paid_OnTime,Medium,42.04,83.45,Approve,Retail
INV0002561,MSME003463,3915880.5,Retail,Healthcare,2026-01-21 17:27:56.061330,2026-02-20 17:27:56.061330,30,30,48.58,2,Paid_OnTime,Medium,64.09,48.58,Review,Services
INV0002562,MSME000721,4039341.22,Retail,FMCG,2026-02-21 17:27:56.061330,2026-03-23 17:27:56.061330,30,57,72.01,2,Paid_OnTime,High,70.97,72.01,Approve,Food & Beverage
INV0002563,MSME004295,4215157.5,Large Corporate,Retail,2026-02-26 17:27:56.061330,2026-04-27 17:27:56.061330,60,21,85.42,2,Paid_OnTime,Low,24.68,85.42,Approve,Retail
INV0002564,MSME003641,4969680.04,Retail,Automotive,2025-11-11 17:27:56.061330,2025-12-11 17:27:56.061330,30,57,65.98,3,Defaulted,High,76.03,65.98,Review,Manufacturing
INV0002565,MSME004922,190701.83,Retail,Automotive,2025-12-14 17:27:56.061330,2026-01-13 17:27:56.061330,30,51,48.72,1,Paid_Late,Medium,53.37,48.72,Review,Services
INV0002566,MSME003994,2852113.93,Government,Manufacturing,2025-12-15 17:27:56.061330,2026-01-14 17:27:56.061330,30,64,68.1,2,Paid_OnTime,Medium,58.83,68.1,Review,Manufacturing
INV0002567,MSME001338,1220382.75,Large Corporate,IT Services,2026-02-21 17:27:56.061330,2026-04-22 17:27:56.061330,60,43,87.07,2,Paid_OnTime,Low,21.48,87.07,Approve,Textile
