msme_id,business_name,industry_type,business_age_years,state,udyam_registered,gst_filing_months,avg_monthly_turnover,gst_compliance_score,turnover_growth_rate,avg_monthly_upi_inflow,upi_transaction_consistency,num_unique_buyers,peak_to_offpeak_ratio,loan_amount_requested,loan_purpose,existing_loans,collateral_available,credit_score,credit_label,filed_months,total_months,gst_filing_pct,avg_monthly_balance_lakhs,total_bounces,low_balance_days_pct
MSME004690,Korpal Group,Food & Beverage,20,Uttar Pradesh,1,10,283412.82,91.03,-16.26,148552.6,0.831,121,3.02,1105738.03,Expansion,0,0,84.6,Approve,10,12,83.33,0.43,8,3.6
MSME004691,Patel Om Corporation,Retail,14,Kerala,1,12,253730.55,77.74,17.97,180846.95,0.866,323,3.53,542264.15,Inventory,0,0,76.53,Approve,12,12,100.0,0.38,11,8.9
MSME004692,Kumar Mangat Exports,Textile,13,Bihar,0,11,151918.75,82.22,-1.9,48328.17,0.675,87,2.03,1413410.24,Working Capital,1,0,62.43,Review,11,12,91.67,0.23,6,7.1
MSME004693,"Garg, Chada and Lata",Manufacturing,4,Bihar,1,10,316329.14,61.76,27.31,147839.75,0.727,56,1.43,1646481.77,Working Capital,0,0,61.69,Review,10,12,83.33,0.47,5,15.3
MSME004694,Shri Pradhan Corporation,Manufacturing,20,Telangana,1,12,834534.89,92.08,5.92,454159.32,1.0,106,2.05,3685601.09,Working Capital,1,1,100.0,Approve,12,12,100.0,1.25,8,3.2
MSME004695,Patel Sachdeva Industries,Services,20,Madhya Pradesh,0,8,164861.65,77.04,12.35,74120.73,0.79,70,2.43,991205.67,Working Capital,0,1,70.38,Approve,8,12,66.67,0.25,5,9.2
MSME004696,Korpal-Doshi,Manufacturing,11,West Bengal,1,10,295257.47,59.95,58.83,154394.46,0.69,83,1.23,2872295.73,Machinery,0,1,70.49,Approve,10,12,83.33,0.44,7,16.0
MSME004697,"Sama, Kari and Devi",Services,18,Maharashtra,1,12,68790.65,85.25,43.61,34456.01,0.569,11,1.89,509770.83,Inventory,0,0,69.9,Review,12,12,100.0,0.1,8,5.9
MSME004698,Sachdev-Rout,Textile,1,Telangana,1,9,3238823.17,51.14,-35.23,2467835.8,0.447,149,3.64,30308711.31,Working Capital,0,0,44.08,Reject,9,12,75.0,4.86,7,19.5
MSME004699,Shri Shanker Exports,Manufacturing,12,Tamil Nadu,1,12,2016130.58,85.35,-0.24,1101938.9,1.0,149,1.19,20373930.38,Working Capital,0,1,87.43,Approve,12,12,100.0,3.02,12,5.9
MSME004700,"Pathak, Balan and Savant",Services,18,Andhra Pradesh,0,11,2253612.48,87.13,-32.45,1212806.3,1.0,53,1.61,17601306.3,Machinery,0,1,84.96,Approve,11,12,91.67,3.38,8,5.1
MSME004701,Patel Dhingra Corporation,Textile,7,Telangana,1,11,887038.53,61.39,4.95,378981.93,1.0,43,2.51,4658833.64,Working Capital,0,0,61.61,Review,11,12,91.67,1.33,10,15.4
MSME004702,Sri Anne Exports,Textile,12,Gujarat,1,12,818879.77,87.7,23.31,264630.34,0.894,82,4.33,3515709.95,Expansion,0,0,89.34,Approve,12,12,100.0,1.23,8,4.9
MSME004703,Kumar Varughese Industries,Services,1,Bihar,1,8,412062.02,47.69,62.74,185320.38,0.865,51,2.29,3908831.28,Working Capital,0,1,53.18,Review,8,12,66.67,0.62,6,20.9
MSME004704,Patel Boase Industries,Services,4,Telangana,1,12,2527230.8,66.03,60.87,792549.92,0.314,47,1.44,13392972.53,Inventory,1,0,63.65,Review,12,12,100.0,3.79,11,13.6
MSME004705,Patel Chad Manufacturing,Retail,18,Madhya Pradesh,1,9,455120.22,80.13,22.95,324676.91,0.96,187,4.7,1156168.84,Machinery,1,0,70.26,Approve,9,12,75.0,0.68,11,7.9
MSME004706,Murty-Ratti,Textile,15,Bihar,1,8,54720.78,67.89,-8.32,22005.62,0.321,183,2.12,571504.87,Inventory,0,1,61.6,Review,8,12,66.67,0.08,9,12.8
MSME004707,Saraf Inc,Services,3,Rajasthan,1,8,52199.36,52.03,54.17,39441.67,1.0,72,1.6,370523.04,Expansion,0,0,66.86,Review,8,12,66.67,0.08,11,19.2
MSME004708,Shri Ramaswamy Traders,Textile,7,West Bengal,1,12,889571.8,72.84,16.22,660878.92,0.772,130,2.4,7407949.02,Expansion,0,0,65.31,Review,12,12,100.0,1.33,5,10.9
MSME004709,Kumar Bansal Traders,Manufacturing,6,Gujarat,1,9,209809.37,50.08,19.74,132672.52,1.0,83,1.29,1173118.35,Working Capital,0,0,58.56,Review,9,12,75.0,0.31,7,20.0
MSME004710,Kumar Dora Manufacturing,Food & Beverage,15,Telangana,1,12,447529.56,83.37,63.81,327265.77,1.0,248,3.08,2928753.04,Expansion,0,0,91.54,Approve,12,12,100.0,0.67,7,6.7
MSME004711,"Bhardwaj, Venkatesh and Merchant",Food & Beverage,15,Gujarat,0,9,989843.71,65.66,-8.6,731452.45,1.0,159,2.64,3189007.08,Machinery,1,0,61.72,Review,9,12,75.0,1.48,9,13.7
MSME004712,Global Saini Enterprises,Services,6,Maharashtra,1,9,196195.08,57.91,66.86,135016.19,0.866,66,1.12,552419.37,Working Capital,0,0,62.24,Review,9,12,75.0,0.29,9,16.8
MSME004713,Sharma Ratti Exports,Services,8,Uttar Pradesh,0,7,370577.28,43.68,59.96,205286.46,0.874,24,1.49,1374077.89,Inventory,1,0,42.72,Reject,7,12,58.33,0.56,9,22.5
MSME004714,Kumar Modi Manufacturing,Textile,8,Gujarat,1,9,419356.84,54.14,16.7,325011.3,0.895,87,4.45,3902176.09,Machinery,0,1,65.0,Review,9,12,75.0,0.63,10,18.3
MSME004715,Singh Murthy Manufacturing,Services,1,Kerala,0,10,187661.63,59.34,29.75,133027.8,0.899,58,2.3,1582695.52,Inventory,0,0,40.28,Reject,10,12,83.33,0.28,10,16.3
MSME004716,Anand-Mammen,Textile,13,Tamil Nadu,1,9,103506.65,65.11,-2.68,37623.89,0.937,166,4.92,540237.86,Machinery,1,0,70.79,Approve,9,12,75.0,0.16,6,14.0
MSME004717,Shri Wable Exports,Services,13,Haryana,1,9,143119.74,70.48,19.75,72984.5,0.93,59,1.87,695961.88,Working Capital,0,0,78.32,Approve,9,12,75.0,0.21,8,11.8
MSME004718,"Din, Raval and Sehgal",Textile,11,Delhi,1,10,95798.22,68.12,17.34,54590.19,0.93,60,2.24,427703.02,Expansion,1,1,80.55,Approve,10,12,83.33,0.14,12,12.8
MSME004719,Sharma Jha Services,Services,4,Tamil Nadu,1,10,428935.4,54.48,-3.32,242222.93,0.986,90,2.22,2528856.09,Working Capital,0,0,66.47,Review,10,12,83.33,0.64,10,18.2
MSME004720,Patel Sathe Corporation,Retail,7,Punjab,0,8,351687.62,53.74,-2.87,172245.13,1.0,231,4.87,1167723.54,Working Capital,0,1,55.28,Review,8,12,66.67,0.53,8,18.5
MSME004721,Global Pai Traders,Textile,12,Telangana,1,10,305629.06,75.94,9.03,172931.07,1.0,98,3.22,3623829.93,Working Capital,1,1,86.41,Approve,10,12,83.33,0.46,10,9.6
MSME004722,Singh Ravel Solutions,Retail,13,Haryana,1,9,80491.4,62.63,14.77,27889.95,0.731,185,3.37,531385.23,Machinery,0,0,68.88,Review,9,12,75.0,0.12,6,14.9
MSME004723,Shri Hora Industries,Retail,12,Uttar Pradesh,0,12,1666779.59,76.43,-27.81,1046097.9,1.0,487,3.11,9305104.26,Machinery,0,1,64.53,Review,12,12,100.0,2.5,6,9.4
MSME004724,Sri Mitra Exports,Retail,16,Bihar,1,10,209582.64,69.72,43.18,115033.85,1.0,290,4.33,1326231.05,Working Capital,1,0,76.29,Approve,10,12,83.33,0.31,10,12.1
MSME004725,Sri Chad Exports,Retail,6,Tamil Nadu,1,8,9625566.65,49.36,2.56,6678473.11,0.99,101,4.31,28890725.29,Machinery,0,0,47.57,Review,8,12,66.67,14.44,6,20.3
MSME004726,Yogi LLC,Manufacturing,14,Delhi,1,12,1874165.2,88.7,7.49,1212011.1,1.0,109,1.91,24220265.57,Working Capital,1,1,94.11,Approve,12,12,100.0,2.81,7,4.5
MSME004727,Patel Ramakrishnan Exports,Food & Beverage,19,Rajasthan,1,11,33522.85,90.05,19.44,11947.04,1.0,60,3.15,136706.47,Expansion,1,1,90.91,Approve,11,12,91.67,0.05,10,4.0
MSME004728,Kumar Date Industries,Manufacturing,16,Andhra Pradesh,0,8,2919103.41,64.81,8.32,1387609.74,1.0,114,1.41,28124385.59,Working Capital,0,0,62.19,Review,8,12,66.67,4.38,7,14.1
MSME004729,Global Venkatesh Solutions,Services,4,Rajasthan,1,12,228520.72,58.65,65.23,152680.03,0.63,97,1.25,2088589.9,Machinery,0,0,72.05,Approve,12,12,100.0,0.34,9,16.5
MSME004730,Shri Zachariah Services,Services,5,Uttar Pradesh,1,11,174557.21,61.73,7.89,81770.12,0.984,81,2.01,1672533.67,Inventory,0,0,64.39,Review,11,12,91.67,0.26,11,15.3
MSME004731,Patel Mander Exports,Food & Beverage,9,Delhi,1,12,287267.21,78.93,0.42,167606.2,0.931,58,2.44,1899231.87,Inventory,0,0,78.5,Approve,12,12,100.0,0.43,6,8.4
MSME004732,Singh Kala Manufacturing,Food & Beverage,3,Bihar,1,12,1552220.8,55.38,45.75,1211717.53,0.746,241,2.09,10253235.16,Expansion,0,1,67.29,Review,12,12,100.0,2.33,11,17.8
MSME004733,Kumar Chander Services,Food & Beverage,10,Delhi,1,8,746162.5,63.24,34.0,253665.63,0.908,298,3.27,4825581.84,Inventory,0,1,68.97,Review,8,12,66.67,1.12,9,14.7
MSME004734,"Muni, Verma and Oak",Retail,17,Maharashtra,1,11,550712.4,84.93,77.58,217611.03,0.342,276,2.19,3171198.07,Expansion,1,0,70.28,Approve,11,12,91.67,0.83,11,6.0
MSME004735,Singh Dutta Exports,Manufacturing,19,Karnataka,1,11,247509.33,75.63,-32.39,133730.45,1.0,128,1.56,1570837.49,Expansion,0,1,97.94,Approve,11,12,91.67,0.37,6,9.7
MSME004736,Bala PLC,Services,10,Bihar,0,6,1646343.65,52.71,16.91,1101760.71,1.0,71,1.4,11381494.7,Working Capital,0,0,57.3,Review,6,12,50.0,2.47,8,18.9
MSME004737,"Kuruvilla, Khurana and Modi",Manufacturing,12,Haryana,1,12,203738.53,73.97,32.02,94749.76,1.0,140,2.44,953317.03,Machinery,0,1,84.46,Approve,12,12,100.0,0.31,7,10.4
MSME004738,"Sami, Tiwari and Choudhry",Manufacturing,7,Punjab,1,10,2319659.22,55.71,-7.75,832133.07,1.0,73,1.72,10133390.16,Working Capital,1,1,75.85,Approve,10,12,83.33,3.48,8,17.7
MSME004739,Shri Bhasin Corporation,Manufacturing,18,Gujarat,1,8,989780.49,68.03,50.15,453208.53,0.992,22,1.59,13912302.77,Working Capital,0,0,66.11,Review,8,12,66.67,1.48,9,12.8
MSME004740,Lad-Tripathi,Food & Beverage,19,Uttar Pradesh,0,10,194813.36,74.27,-2.11,121216.04,1.0,270,2.34,1021445.58,Working Capital,1,1,81.31,Approve,10,12,83.33,0.29,12,10.3
MSME004741,Dasgupta-Batta,Food & Beverage,15,Punjab,1,8,5102598.28,72.32,17.96,3552805.98,1.0,159,2.17,10706917.54,Working Capital,0,1,80.93,Approve,8,12,66.67,7.65,5,11.1
MSME004742,Sharma Dash Industries,Services,7,West Bengal,0,7,1586098.6,54.51,42.19,1250648.97,0.842,41,2.14,7209438.86,Expansion,1,1,61.49,Review,7,12,58.33,2.38,8,18.2
MSME004743,Patel Sen Solutions,Services,12,Maharashtra,0,11,1037872.14,83.45,-12.32,706451.39,1.0,19,1.38,7910691.27,Working Capital,0,0,66.25,Review,11,12,91.67,1.56,7,6.6
MSME004744,Shri Misra Corporation,Services,7,Rajasthan,0,7,600985.82,50.35,11.67,328215.98,0.988,45,1.35,5736516.79,Working Capital,0,0,45.41,Review,7,12,58.33,0.9,10,19.9
MSME004745,Patel Ahluwalia Industries,Manufacturing,10,Haryana,1,12,168210.06,66.78,34.19,75073.58,1.0,139,1.55,2376680.78,Working Capital,0,0,72.3,Approve,12,12,100.0,0.25,7,13.3
MSME004746,Singh Setty Solutions,Food & Beverage,20,Maharashtra,1,12,416658.08,87.36,18.77,318226.02,1.0,162,4.62,1946103.95,Machinery,1,0,91.72,Approve,12,12,100.0,0.62,6,5.1
MSME004747,Keer-Walla,Retail,10,Telangana,1,11,3033024.74,77.61,31.71,1720043.99,1.0,485,2.62,11262896.83,Expansion,0,1,81.0,Approve,11,12,91.67,4.55,7,9.0
MSME004748,Singh Kaur Solutions,Manufacturing,5,Bihar,0,8,127057.99,48.77,34.99,81875.76,0.856,79,2.19,981070.2,Machinery,0,1,52.57,Review,8,12,66.67,0.19,5,20.5
MSME004749,Patel Palla Exports,Textile,18,Gujarat,0,8,1136090.32,69.45,1.78,609194.55,0.785,181,4.0,10909449.56,Inventory,1,0,58.71,Review,8,12,66.67,1.7,8,12.2
MSME004750,Shri Mistry Enterprises,Manufacturing,9,Haryana,0,11,3536446.75,67.57,55.47,1489033.39,0.931,66,2.43,48283683.81,Machinery,0,1,62.85,Review,11,12,91.67,5.3,12,13.0
MSME004751,Dey-Purohit,Food & Beverage,16,Bihar,1,12,2253133.65,78.71,-6.01,1292102.8,1.0,244,2.04,9446981.73,Working Capital,1,1,92.59,Approve,12,12,100.0,3.38,9,8.5
MSME004752,Sharma Venkatesh Exports,Textile,7,West Bengal,1,9,195293.54,49.46,48.92,140601.99,0.989,102,3.46,1680644.64,Machinery,1,1,72.94,Approve,9,12,75.0,0.29,7,20.2
MSME004753,"Kota, Cheema and Narang",Manufacturing,10,Punjab,1,12,345096.88,68.61,23.79,169670.49,0.797,126,1.38,4468100.64,Machinery,1,1,81.89,Approve,12,12,100.0,0.52,8,12.6
MSME004754,"Hans, Patel and Sha",Food & Beverage,5,Andhra Pradesh,1,8,449435.13,48.11,-0.41,285105.13,0.935,113,2.37,3179408.29,Expansion,0,1,52.28,Review,8,12,66.67,0.67,11,20.8
MSME004755,Sharma Chaudhari Manufacturing,Food & Beverage,7,Uttar Pradesh,1,12,686427.41,65.41,-6.56,220465.44,1.0,180,2.37,4012526.17,Expansion,0,0,71.75,Approve,12,12,100.0,1.03,7,13.8
MSME004756,Global Din Traders,Retail,5,Bihar,1,12,2059701.33,68.95,22.02,1582404.25,0.868,384,2.26,14800556.55,Working Capital,0,0,72.45,Approve,12,12,100.0,3.09,5,12.4
MSME004757,Shri Sandal Traders,Manufacturing,15,Madhya Pradesh,0,6,521310.03,59.78,9.5,409210.53,1.0,120,2.33,3846535.46,Expansion,0,0,51.7,Review,6,12,50.0,0.78,8,16.1
MSME004758,Bumb-Chanda,Food & Beverage,19,Telangana,1,8,1238492.0,73.23,27.21,610758.99,0.689,59,3.05,7669576.12,Expansion,1,0,76.36,Approve,8,12,66.67,1.86,8,10.7
MSME004759,Sandal and Sons,Services,10,Andhra Pradesh,0,10,24478.21,58.37,9.34,13443.24,0.927,99,1.64,135007.69,Working Capital,0,1,55.75,Review,10,12,83.33,0.04,12,16.7
MSME004760,Shri Soni Solutions,Food & Beverage,8,Karnataka,0,10,289367.33,67.0,16.87,110043.89,0.694,243,3.71,2191038.32,Expansion,0,0,54.77,Review,10,12,83.33,0.43,7,13.2
MSME004761,Sehgal Inc,Retail,9,Bihar,1,8,1374536.4,54.52,27.8,547200.68,0.648,204,3.74,4553371.07,Expansion,1,1,72.52,Approve,8,12,66.67,2.06,6,18.2
MSME004762,Kumar Pingle Industries,Food & Beverage,11,Bihar,1,12,1082556.89,84.06,13.43,650653.84,1.0,238,3.53,7279290.05,Working Capital,0,1,83.16,Approve,12,12,100.0,1.62,11,6.4
MSME004763,Kumar Vora Solutions,Manufacturing,2,Punjab,1,12,210145.41,63.51,12.87,128924.68,0.533,98,2.09,3189983.6,Inventory,0,1,67.8,Review,12,12,100.0,0.32,10,14.6
MSME004764,Venkataraman-Rana,Manufacturing,3,West Bengal,1,8,2274494.77,39.52,35.85,1070840.02,0.432,65,1.32,27724514.93,Expansion,0,1,48.99,Review,8,12,66.67,3.41,9,24.2
MSME004765,Sri Lalla Manufacturing,Textile,13,Punjab,1,12,104623.4,69.68,5.84,50953.07,1.0,65,2.22,1056811.83,Working Capital,1,0,83.61,Approve,12,12,100.0,0.16,12,12.1
MSME004766,Patel Tara Traders,Manufacturing,11,Delhi,1,12,2789015.47,80.55,31.79,1542644.24,1.0,98,2.19,40814132.14,Working Capital,0,1,94.89,Approve,12,12,100.0,4.18,8,7.8
MSME004767,Singh Sampath Corporation,Textile,10,Madhya Pradesh,0,6,450072.57,48.01,26.37,346509.16,0.967,107,4.34,2604012.91,Inventory,0,1,44.25,Reject,6,12,50.0,0.68,9,20.8
MSME004768,Global Sarraf Services,Services,15,West Bengal,1,12,308884.38,78.26,32.47,115778.61,0.884,17,1.63,1060674.93,Expansion,1,0,77.58,Approve,12,12,100.0,0.46,5,8.7
MSME004769,Sharma Suri Corporation,Retail,6,Maharashtra,0,11,309379.19,63.78,32.32,178129.37,0.913,301,4.05,2357161.36,Expansion,1,1,61.22,Review,11,12,91.67,0.46,12,14.5
MSME004770,Patel Saha Industries,Services,1,Punjab,0,11,836657.08,48.78,13.14,275338.05,0.963,56,2.49,2326978.61,Inventory,0,1,57.96,Review,11,12,91.67,1.25,9,20.5
MSME004771,Global Gaba Solutions,Textile,14,Punjab,1,11,6981764.38,74.67,-34.98,3694572.02,1.0,89,3.33,51396155.73,Working Capital,0,1,83.44,Approve,11,12,91.67,10.47,6,10.1
MSME004772,Kumar Dhawan Enterprises,Food & Beverage,18,Kerala,1,9,1717466.83,70.79,10.96,856339.44,0.571,207,2.06,6757865.16,Working Capital,0,1,91.26,Approve,9,12,75.0,2.58,12,11.7
MSME004773,Sri Tiwari Industries,Food & Beverage,11,Telangana,0,7,100511.92,61.67,20.94,38405.55,0.737,235,4.97,535483.44,Machinery,0,0,45.57,Review,7,12,58.33,0.15,6,15.3
MSME004774,Singh Datta Corporation,Services,8,Maharashtra,1,12,152169.96,65.5,12.02,58128.59,0.815,28,1.76,1509508.87,Inventory,0,1,77.26,Approve,12,12,100.0,0.23,12,13.8
MSME004775,Shankar-Dayal,Food & Beverage,3,Andhra Pradesh,1,12,40444.09,69.63,-4.5,21235.1,0.65,113,2.29,91984.86,Machinery,0,0,63.45,Review,12,12,100.0,0.06,11,12.1
MSME004776,Patel Varghese Enterprises,Textile,14,Delhi,0,6,833180.41,56.01,46.01,302692.32,0.997,91,3.65,8270600.38,Inventory,0,0,56.53,Review,6,12,50.0,1.25,7,17.6
MSME004777,Global Wadhwa Manufacturing,Retail,2,Andhra Pradesh,1,9,360971.22,42.14,-7.55,161494.62,0.772,421,3.77,775147.8,Working Capital,0,0,53.39,Review,9,12,75.0,0.54,12,23.1
MSME004778,Kala Group,Manufacturing,16,Rajasthan,0,11,1408894.71,89.23,-2.08,472837.99,1.0,127,1.2,10052291.09,Expansion,1,0,81.02,Approve,11,12,91.67,2.11,11,4.3
MSME004779,Singh Solanki Corporation,Textile,6,Maharashtra,1,10,315265.83,65.35,3.81,141443.03,0.879,196,4.89,2947724.94,Working Capital,0,0,60.87,Review,10,12,83.33,0.47,11,13.9
MSME004780,Kumar Bali Solutions,Textile,1,West Bengal,1,8,357387.35,40.04,11.48,202583.67,0.6,73,2.96,1956142.37,Expansion,0,1,43.08,Reject,8,12,66.67,0.54,8,24.0
MSME004781,Sri Dugar Solutions,Manufacturing,14,Karnataka,0,10,116186.32,74.3,0.42,78069.71,1.0,66,1.78,1316261.33,Machinery,1,1,60.16,Review,10,12,83.33,0.17,7,10.3
MSME004782,Kumar Pingle Traders,Manufacturing,10,West Bengal,0,11,2494215.86,78.83,14.51,1783871.74,0.355,83,2.3,38913928.98,Working Capital,0,1,58.47,Review,11,12,91.67,3.74,9,8.5
MSME004783,Patel Dani Manufacturing,Retail,6,West Bengal,1,12,214841.28,77.62,17.61,100743.64,0.68,214,2.57,1557255.73,Inventory,0,0,79.01,Approve,12,12,100.0,0.32,6,9.0
MSME004784,Sri Rege Exports,Retail,9,Telangana,0,8,162310.31,61.46,-9.06,124881.3,0.873,492,4.25,1139089.79,Working Capital,0,0,48.09,Review,8,12,66.67,0.24,8,15.4
MSME004785,Singh Choudhary Exports,Retail,7,Uttar Pradesh,0,10,1411108.05,66.72,-12.76,593106.2,0.781,180,2.61,4460864.74,Working Capital,0,0,53.58,Review,10,12,83.33,2.12,9,13.3
MSME004786,Patel Dara Solutions,Food & Beverage,2,Gujarat,1,12,67762.47,58.55,49.49,23058.77,0.581,60,4.49,246024.85,Working Capital,0,1,68.46,Review,12,12,100.0,0.1,10,16.6
MSME004787,Sharma Pingle Enterprises,Textile,11,West Bengal,1,8,1112363.69,69.63,13.8,848182.69,1.0,132,4.72,11221798.03,Working Capital,0,0,62.98,Review,8,12,66.67,1.67,7,12.1
MSME004788,Sharma Mann Services,Manufacturing,14,West Bengal,1,12,263998.17,75.87,40.06,150453.95,1.0,80,1.72,3370184.94,Machinery,1,0,80.47,Approve,12,12,100.0,0.4,11,9.7
MSME004789,Virk and Sons,Textile,5,Gujarat,1,12,500447.26,59.29,31.01,238057.58,0.816,101,2.44,2813500.94,Working Capital,0,1,69.15,Review,12,12,100.0,0.75,6,16.3
MSME004790,Prabhu LLC,Textile,9,Karnataka,1,11,56422.05,78.88,7.63,42263.24,0.727,49,4.78,387068.57,Working Capital,1,1,71.0,Approve,11,12,91.67,0.08,5,8.4
MSME004791,Sharma Prasad Enterprises,Retail,7,Madhya Pradesh,1,12,884716.92,63.56,25.89,608572.78,0.77,497,4.31,5212056.2,Machinery,0,1,70.03,Approve,12,12,100.0,1.33,7,14.6
MSME004792,Kumar Mitter Industries,Retail,14,Punjab,1,11,5178547.25,77.27,33.61,3708988.73,0.733,285,2.12,26685963.15,Expansion,0,1,90.94,Approve,11,12,91.67,7.77,9,9.1
MSME004793,Shri Menon Traders,Textile,16,Telangana,0,9,126342.76,70.86,-5.08,56370.57,0.966,146,2.55,897662.04,Expansion,1,1,76.41,Approve,9,12,75.0,0.19,7,11.7
MSME004794,Bala-Dhar,Retail,16,Andhra Pradesh,0,6,1769134.94,65.96,-23.32,1303397.1,1.0,132,3.24,4600941.85,Inventory,0,0,64.54,Review,6,12,50.0,2.65,11,13.6
MSME004795,Kumar Dhar Industries,Food & Beverage,7,Rajasthan,1,8,376198.24,51.77,-8.76,235081.1,0.97,222,4.59,1734183.68,Machinery,0,0,51.56,Review,8,12,66.67,0.56,7,19.3
MSME004796,Kumar Sama Services,Manufacturing,10,Delhi,0,8,1260463.39,58.38,29.33,843260.0,0.68,124,2.46,20048882.83,Working Capital,1,1,58.2,Review,8,12,66.67,1.89,9,16.6
MSME004797,Sharma Bava Services,Textile,6,Andhra Pradesh,1,12,139570.01,59.87,58.1,63673.39,0.679,52,4.17,848227.33,Expansion,0,1,76.8,Approve,12,12,100.0,0.21,8,16.1
MSME004798,Singh Mody Solutions,Manufacturing,17,Delhi,1,8,192345.03,62.99,14.11,81267.27,1.0,85,1.15,2371222.13,Working Capital,1,1,76.81,Approve,8,12,66.67,0.29,5,14.8
MSME004799,Sri Mander Solutions,Food & Beverage,1,Maharashtra,1,8,442232.42,51.49,70.25,222925.28,0.516,65,3.4,2226563.73,Expansion,0,1,51.1,Review,8,12,66.67,0.66,6,19.4
MSME004800,Goswami Ltd,Retail,2,Punjab,0,8,341224.6,45.9,56.74,200505.75,0.822,150,4.19,2309522.77,Expansion,0,0,29.62,Reject,8,12,66.67,0.51,12,21.6
MSME004801,Sharma Suresh Exports,Services,14,Telangana,0,8,634888.86,58.95,-2.48,401880.49,0.864,89,1.15,5150258.02,Working Capital,1,1,71.19,Approve,8,12,66.67,0.95,10,16.4
MSME004802,Singh Agate Traders,Food & Beverage,4,Punjab,0,11,68754.29,59.21,20.02,37744.89,0.645,299,2.61,527099.82,Working Capital,0,1,60.99,Review,11,12,91.67,0.1,10,16.3
MSME004803,Kumar Das Solutions,Services,9,Andhra Pradesh,0,12,1104419.11,69.2,31.03,717245.24,0.921,42,2.42,8151205.41,Working Capital,0,0,62.68,Review,12,12,100.0,1.66,7,12.3
MSME004804,Kumar Palla Corporation,Manufacturing,6,Kerala,1,12,1057579.8,70.12,-14.35,691832.52,0.991,48,1.54,16258385.1,Expansion,1,1,77.78,Approve,12,12,100.0,1.59,12,12.0
MSME004805,Global Bir Corporation,Textile,17,Punjab,0,7,2168285.53,55.7,36.21,1372605.53,0.875,49,4.0,7315694.16,Expansion,1,1,64.92,Review,7,12,58.33,3.25,6,17.7
MSME004806,Shri Basu Services,Retail,11,Rajasthan,1,12,646815.06,71.0,41.78,275248.42,1.0,341,3.93,2872420.28,Working Capital,0,1,85.49,Approve,12,12,100.0,0.97,8,11.6
MSME004807,Shri Sahni Manufacturing,Food & Beverage,4,Delhi,1,9,5965324.14,50.6,52.94,3120844.3,0.919,104,3.56,36099073.0,Machinery,0,0,58.04,Review,9,12,75.0,8.95,8,19.8
MSME004808,Singh Srivastava Manufacturing,Retail,9,Kerala,0,10,4921323.52,73.73,12.01,3360644.4,0.949,273,2.61,24024830.73,Working Capital,1,0,63.05,Review,10,12,83.33,7.38,12,10.5
MSME004809,"Mukherjee, Sethi and Nazareth",Services,16,Uttar Pradesh,0,9,541977.34,73.97,27.11,402949.7,0.546,83,1.62,5144077.62,Working Capital,1,0,55.52,Review,9,12,75.0,0.81,7,10.4
MSME004810,Soman-Deo,Services,3,Haryana,1,12,516887.41,64.59,59.36,284590.75,0.964,64,2.44,1836906.74,Machinery,0,0,69.26,Review,12,12,100.0,0.78,11,14.2
MSME004811,Sharma Devi Traders,Textile,4,Kerala,1,12,212410.62,59.82,-32.69,168525.6,1.0,170,4.65,1555251.72,Working Capital,1,1,78.68,Approve,12,12,100.0,0.32,7,16.1
MSME004812,Kumar Thaman Solutions,Services,3,Punjab,1,8,104317.93,48.99,-67.4,40408.21,0.957,61,1.65,930654.05,Working Capital,0,1,58.09,Review,8,12,66.67,0.16,8,20.4
MSME004813,Global Sharma Traders,Textile,13,Kerala,1,10,437548.31,79.75,27.88,180352.84,1.0,66,3.82,4295430.3,Inventory,0,1,85.06,Approve,10,12,83.33,0.66,8,8.1
MSME004814,Sen-Dixit,Food & Beverage,19,Rajasthan,1,12,183858.75,89.83,0.08,97514.2,1.0,172,2.69,1240542.8,Working Capital,1,0,90.29,Approve,12,12,100.0,0.28,8,4.1
MSME004815,"Nanda, Chakraborty and Rout",Textile,1,Uttar Pradesh,1,10,224102.37,46.46,29.25,124235.7,0.853,32,2.65,1604975.08,Expansion,0,0,50.44,Review,10,12,83.33,0.34,9,21.4
MSME004816,Kumar Ram Exports,Services,6,Kerala,1,11,809349.68,74.78,20.03,414580.11,0.737,51,1.36,4077675.58,Machinery,0,0,71.43,Approve,11,12,91.67,1.21,7,10.1
MSME004817,Patel Kaul Solutions,Manufacturing,3,Andhra Pradesh,0,8,100142.21,47.81,68.42,51593.12,0.854,110,1.22,1009042.15,Expansion,0,0,43.18,Reject,8,12,66.67,0.15,8,20.9
MSME004818,Nori-Zachariah,Textile,3,Gujarat,0,9,139157.48,48.39,28.9,75649.53,0.676,48,3.07,669308.45,Working Capital,0,0,43.14,Reject,9,12,75.0,0.21,10,20.6
MSME004819,Savant Ltd,Retail,16,Tamil Nadu,1,12,41519.02,84.07,28.3,19102.2,1.0,359,4.91,242807.66,Machinery,0,1,100.0,Approve,12,12,100.0,0.06,8,6.4
MSME004820,Chakrabarti-Gandhi,Manufacturing,10,West Bengal,0,10,130930.06,61.94,26.62,47851.21,0.849,93,2.01,1759360.03,Expansion,0,1,68.0,Review,10,12,83.33,0.2,10,15.2
